wg,link,status
printmib,https://mailarchive.ietf.org/arch/browse/printmib/,inactive
problem,https://mailarchive.ietf.org/arch/browse/problem/,inactive
proto-team,https://mailarchive.ietf.org/arch/browse/proto-team/,inactive
psamp-text,https://mailarchive.ietf.org/arch/browse/psamp-text/,inactive
pso-discuss,https://mailarchive.ietf.org/arch/browse/pso-discuss/,inactive
pwg,https://mailarchive.ietf.org/arch/browse/pwg/,inactive
qosr,https://mailarchive.ietf.org/arch/browse/qosr/,inactive
radius,https://mailarchive.ietf.org/arch/browse/radius/,inactive
rai,https://mailarchive.ietf.org/arch/browse/rai/,inactive
raven,https://mailarchive.ietf.org/arch/browse/raven/,inactive
receipt,https://mailarchive.ietf.org/arch/browse/receipt/,inactive
rescap,https://mailarchive.ietf.org/arch/browse/rescap/,inactive
research-funding,https://mailarchive.ietf.org/arch/browse/research-funding/,inactive
rfcplusplus,https://mailarchive.ietf.org/arch/browse/rfcplusplus/,inactive
rfid,https://mailarchive.ietf.org/arch/browse/rfid/,inactive
rgchairs,https://mailarchive.ietf.org/arch/browse/rgchairs/,inactive
ripv2,https://mailarchive.ietf.org/arch/browse/ripv2/,inactive
rmon,https://mailarchive.ietf.org/arch/browse/rmon/,inactive
rmt,https://mailarchive.ietf.org/arch/browse/rmt/,inactive
rolc,https://mailarchive.ietf.org/arch/browse/rolc/,inactive
rreq,https://mailarchive.ietf.org/arch/browse/rreq/,inactive
rrg,https://mailarchive.ietf.org/arch/browse/rrg/,inactive
rrg-reboot,https://mailarchive.ietf.org/arch/browse/rrg-reboot/,inactive
rsvp,https://mailarchive.ietf.org/arch/browse/rsvp/,inactive
rtfm,https://mailarchive.ietf.org/arch/browse/rtfm/,inactive
rucus,https://mailarchive.ietf.org/arch/browse/rucus/,inactive
rwhois,https://mailarchive.ietf.org/arch/browse/rwhois/,inactive
sacred,https://mailarchive.ietf.org/arch/browse/sacred/,inactive
sam,https://mailarchive.ietf.org/arch/browse/sam/,inactive
scale,https://mailarchive.ietf.org/arch/browse/scale/,inactive
sctp-impl,https://mailarchive.ietf.org/arch/browse/sctp-impl/,inactive
sdn,https://mailarchive.ietf.org/arch/browse/sdn/,inactive
seamoby,https://mailarchive.ietf.org/arch/browse/seamoby/,inactive
secauth,https://mailarchive.ietf.org/arch/browse/secauth/,inactive
secmech,https://mailarchive.ietf.org/arch/browse/secmech/,inactive
send,https://mailarchive.ietf.org/arch/browse/send/,inactive
sip,https://mailarchive.ietf.org/arch/browse/sip/,inactive
sip-overload,https://mailarchive.ietf.org/arch/browse/sip-overload/,inactive
sip-security,https://mailarchive.ietf.org/arch/browse/sip-security/,inactive
sipp,https://mailarchive.ietf.org/arch/browse/sipp/,inactive
sipping-emergency,https://mailarchive.ietf.org/arch/browse/sipping-emergency/,inactive
sipping-tispan,https://mailarchive.ietf.org/arch/browse/sipping-tispan/,inactive
smds,https://mailarchive.ietf.org/arch/browse/smds/,inactive
smtpext,https://mailarchive.ietf.org/arch/browse/smtpext/,inactive
snanau,https://mailarchive.ietf.org/arch/browse/snanau/,inactive
snmp,https://mailarchive.ietf.org/arch/browse/snmp/,inactive
snmpconf,https://mailarchive.ietf.org/arch/browse/snmpconf/,inactive
snmpsec,https://mailarchive.ietf.org/arch/browse/snmpsec/,inactive
snmpv2,https://mailarchive.ietf.org/arch/browse/snmpv2/,inactive
snmpv3,https://mailarchive.ietf.org/arch/browse/snmpv3/,inactive
spirits,https://mailarchive.ietf.org/arch/browse/spirits/,inactive
spwg,https://mailarchive.ietf.org/arch/browse/spwg/,inactive
ssphwg,https://mailarchive.ietf.org/arch/browse/ssphwg/,inactive
ssw-agenda-tool,https://mailarchive.ietf.org/arch/browse/ssw-agenda-tool/,inactive
status,https://mailarchive.ietf.org/arch/browse/status/,inactive
stdguide,https://mailarchive.ietf.org/arch/browse/stdguide/,inactive
stevetest,https://mailarchive.ietf.org/arch/browse/stevetest/,inactive
stox,https://mailarchive.ietf.org/arch/browse/stox/,inactive
straw,https://mailarchive.ietf.org/arch/browse/straw/,inactive
strint-attendees,https://mailarchive.ietf.org/arch/browse/strint-attendees/,inactive
stun,https://mailarchive.ietf.org/arch/browse/stun/,inactive
svrloc,https://mailarchive.ietf.org/arch/browse/svrloc/,inactive
tcmtf,https://mailarchive.ietf.org/arch/browse/tcmtf/,inactive
tcpcrypt,https://mailarchive.ietf.org/arch/browse/tcpcrypt/,inactive
tcpimpl,https://mailarchive.ietf.org/arch/browse/tcpimpl/,inactive
tcplw,https://mailarchive.ietf.org/arch/browse/tcplw/,inactive
tcpsat,https://mailarchive.ietf.org/arch/browse/tcpsat/,inactive
techspec,https://mailarchive.ietf.org/arch/browse/techspec/,inactive
telnet,https://mailarchive.ietf.org/arch/browse/telnet/,inactive
tewg,https://mailarchive.ietf.org/arch/browse/tewg/,inactive
thinosi,https://mailarchive.ietf.org/arch/browse/thinosi/,inactive
tig-diagnostics,https://mailarchive.ietf.org/arch/browse/tig-diagnostics/,inactive
time,https://mailarchive.ietf.org/arch/browse/time/,inactive
tip,https://mailarchive.ietf.org/arch/browse/tip/,inactive
tnfs,https://mailarchive.ietf.org/arch/browse/tnfs/,inactive
tools-team,https://mailarchive.ietf.org/arch/browse/tools-team/,inactive
trade.old,https://mailarchive.ietf.org/arch/browse/trade.old/,inactive
trigtran,https://mailarchive.ietf.org/arch/browse/trigtran/,inactive
trunkmib,https://mailarchive.ietf.org/arch/browse/trunkmib/,inactive
tsig,https://mailarchive.ietf.org/arch/browse/tsig/,inactive
tuba,https://mailarchive.ietf.org/arch/browse/tuba/,inactive
tzdist,https://mailarchive.ietf.org/arch/browse/tzdist/,inactive
ucp,https://mailarchive.ietf.org/arch/browse/ucp/,inactive
udp35,https://mailarchive.ietf.org/arch/browse/udp35/,inactive
upsmib,https://mailarchive.ietf.org/arch/browse/upsmib/,inactive
uri,https://mailarchive.ietf.org/arch/browse/uri/,inactive
urlreg,https://mailarchive.ietf.org/arch/browse/urlreg/,inactive
urn-nid,https://mailarchive.ietf.org/arch/browse/urn-nid/,inactive
userdoc2,https://mailarchive.ietf.org/arch/browse/userdoc2/,inactive
userglos,https://mailarchive.ietf.org/arch/browse/userglos/,inactive
uswg,https://mailarchive.ietf.org/arch/browse/uswg/,inactive
v6tc,https://mailarchive.ietf.org/arch/browse/v6tc/,inactive
vgmib,https://mailarchive.ietf.org/arch/browse/vgmib/,inactive
vipr,https://mailarchive.ietf.org/arch/browse/vipr/,inactive
web,https://mailarchive.ietf.org/arch/browse/web/,inactive
weirds,https://mailarchive.ietf.org/arch/browse/weirds/,inactive
widex,https://mailarchive.ietf.org/arch/browse/widex/,inactive
wnils,https://mailarchive.ietf.org/arch/browse/wnils/,inactive
wpkops,https://mailarchive.ietf.org/arch/browse/wpkops/,inactive
x25mib,https://mailarchive.ietf.org/arch/browse/x25mib/,inactive
x400ops,https://mailarchive.ietf.org/arch/browse/x400ops/,inactive
yaco-community-tool,https://mailarchive.ietf.org/arch/browse/yaco-community-tool/,inactive
yaco-idsubmit-tool,https://mailarchive.ietf.org/arch/browse/yaco-idsubmit-tool/,inactive
yaco-liaison-tool,https://mailarchive.ietf.org/arch/browse/yaco-liaison-tool/,inactive
yaco-nomcom-tool,https://mailarchive.ietf.org/arch/browse/yaco-nomcom-tool/,inactive
yaco-wgchair-tracker,https://mailarchive.ietf.org/arch/browse/yaco-wgchair-tracker/,inactive
